Player,Team,GP,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PFS,ORB,DRB,REB,AST,STL,BLK,PTS
John Henson,MIL,76,25.9,3.8,6.6,0.57,0.0,0.1,0.14,1.2,2.1,0.57,1.1,2.7,2.0,4.8,6.8,1.5,0.6,1.4,8.8
Skal Labissiere,SAC,60,20.7,3.4,7.6,0.45,0.3,0.8,0.35,1.6,2.0,0.81,1.2,2.2,1.6,3.1,4.8,1.2,0.4,0.8,8.7
Shabazz Napier,POR,74,20.7,3.0,7.2,0.42,1.1,2.9,0.38,1.6,1.9,0.84,1.2,1.1,0.4,1.9,2.3,2.0,1.1,0.2,8.7
"Larry Nance, Jr.",CLE,66,21.5,3.6,6.3,0.58,0.0,0.2,0.17,1.4,2.1,0.66,0.8,2.6,2.4,4.4,6.8,1.2,1.3,0.6,8.7
Stanley Johnson,DET,69,27.4,3.0,8.1,0.38,1.0,3.4,0.29,1.6,2.1,0.77,1.1,2.4,0.5,3.2,3.7,1.6,1.4,0.2,8.7
Emmanuel Mudiay,NYK,64,19.4,3.2,8.2,0.39,0.7,2.3,0.32,1.5,2.0,0.76,1.8,1.2,0.4,2.0,2.4,3.2,0.6,0.2,8.6
Fred VanVleet,TOR,76,20.0,3.1,7.2,0.43,1.4,3.4,0.41,1.1,1.3,0.83,1.0,1.7,0.3,2.1,2.4,3.2,0.9,0.2,8.6
Danny Green,SAS,70,25.6,3.1,8.0,0.39,1.7,4.6,0.36,0.7,0.9,0.77,1.1,1.7,0.6,3.0,3.6,1.6,0.9,1.1,8.6
Alex Len,PHX,69,20.2,3.1,5.5,0.57,0.0,0.0,0.33,2.3,3.3,0.68,1.1,2.3,2.5,5.0,7.5,1.2,0.4,0.9,8.5
Dwight Powell,DAL,79,21.2,3.2,5.4,0.59,0.4,1.1,0.33,1.7,2.3,0.72,0.7,2.4,1.7,3.9,5.6,1.2,0.8,0.4,8.5
Jerami Grant,OKC,81,20.3,3.0,5.6,0.54,0.4,1.4,0.29,2.0,3.0,0.68,0.7,1.9,1.1,2.9,3.9,0.7,0.4,1.0,8.4
Garrett Temple,SAC,65,24.8,3.1,7.3,0.42,1.4,3.5,0.39,0.9,1.2,0.77,1.2,2.1,0.3,2.0,2.3,1.9,0.9,0.4,8.4
Marcin Gortat,WAS,82,25.3,3.5,6.8,0.52,0.0,0.0,0.0,1.3,2.0,0.68,1.2,2.1,2.2,5.4,7.6,1.8,0.5,0.7,8.4
Devin Harris,DEN,71,18.9,2.6,6.4,0.41,1.1,3.2,0.35,2.0,2.4,0.83,1.1,2.2,0.2,1.6,1.8,2.1,0.7,0.2,8.4
Jerian Grant,CHI,74,22.8,2.8,6.8,0.41,0.8,2.5,0.32,1.9,2.5,0.74,1.2,1.8,0.4,1.9,2.3,4.6,0.9,0.1,8.4
J.R. Smith,CLE,80,28.1,3.0,7.4,0.4,1.8,4.8,0.38,0.5,0.7,0.7,1.0,2.0,0.4,2.6,2.9,1.8,0.8,0.1,8.3
Rajon Rondo,NOP,65,26.2,3.6,7.6,0.47,0.8,2.3,0.33,0.4,0.7,0.54,2.3,1.8,0.5,3.6,4.0,8.2,1.1,0.2,8.3
Evan Turner,POR,79,25.7,3.3,7.3,0.45,0.5,1.7,0.32,1.2,1.4,0.85,1.3,2.1,0.4,2.7,3.1,2.2,0.6,0.4,8.2
Jarrett Allen,BRK,72,20.0,3.2,5.5,0.59,0.1,0.2,0.33,1.6,2.0,0.78,1.1,2.0,2.0,3.4,5.4,0.7,0.4,1.2,8.2
Dejounte Murray,SAS,81,21.5,3.3,7.5,0.44,0.1,0.4,0.27,1.3,1.8,0.71,1.7,1.9,1.4,4.3,5.7,2.9,1.2,0.4,8.1
Delon Wright,TOR,69,20.8,2.9,6.3,0.47,0.8,2.2,0.37,1.4,1.7,0.83,1.1,1.2,0.7,2.2,2.9,2.9,1.0,0.5,8.0
David Nwaba,CHI,70,23.5,2.9,6.0,0.48,0.3,0.7,0.35,1.9,2.9,0.66,1.1,2.3,1.3,3.4,4.7,1.5,0.8,0.4,7.9
Cory Joseph,IND,82,26.9,3.1,7.4,0.42,0.8,2.3,0.35,0.9,1.1,0.74,1.1,1.7,0.5,2.7,3.2,3.2,1.0,0.2,7.9
Kyle Anderson,SAS,74,26.7,3.1,5.9,0.53,0.3,0.8,0.33,1.4,2.0,0.71,1.3,1.5,1.1,4.2,5.4,2.7,1.6,0.8,7.9
Josh Hart,LAL,63,23.2,2.8,6.0,0.47,1.2,3.1,0.4,1.0,1.5,0.7,0.7,1.7,0.7,3.5,4.2,1.3,0.7,0.3,7.9
Tyler Ulis,PHX,71,23.4,3.0,7.8,0.39,0.6,2.1,0.29,1.2,1.4,0.83,1.8,1.7,0.3,1.5,1.8,4.4,1.0,0.1,7.8
Justise Winslow,MIA,68,24.7,3.0,7.2,0.42,0.7,1.9,0.38,1.0,1.5,0.64,1.1,2.1,0.9,4.5,5.4,2.2,0.8,0.5,7.8
Doug McDermott,DAL,81,21.8,2.9,6.3,0.47,1.1,2.7,0.43,0.8,1.0,0.79,0.7,1.5,0.5,2.0,2.5,1.0,0.2,0.2,7.8
Darius Miller,NOP,82,23.7,2.6,5.9,0.44,1.8,4.4,0.41,0.7,0.8,0.87,0.7,2.0,0.2,1.8,2.0,1.4,0.3,0.2,7.8
Jarell Martin,MEM,73,22.7,3.0,6.8,0.45,0.5,1.3,0.35,1.2,1.6,0.77,1.2,2.9,1.3,3.0,4.4,1.0,0.5,0.7,7.7
Marquese Chriss,PHX,72,21.2,2.8,6.6,0.42,0.8,2.6,0.29,1.3,2.2,0.61,1.5,2.8,1.1,4.4,5.5,1.2,0.7,1.0,7.7
Alec Burks,UTA,64,16.5,2.7,6.5,0.41,0.7,2.2,0.33,1.7,1.9,0.86,0.9,1.2,0.3,2.7,3.0,1.0,0.6,0.1,7.7
Mario Chalmers,MEM,66,21.5,2.5,6.7,0.38,0.8,2.9,0.28,1.8,2.1,0.85,1.8,2.7,0.2,2.2,2.4,3.0,1.2,0.2,7.7
Tony Parker,SAS,55,19.5,3.2,7.1,0.46,0.2,0.7,0.27,1.0,1.4,0.7,1.2,0.9,0.1,1.6,1.7,3.5,0.5,0.0,7.7
Luke Kennard,DET,73,20.0,2.8,6.4,0.44,1.1,2.7,0.41,0.9,1.0,0.85,0.9,1.2,0.3,2.1,2.4,1.7,0.6,0.2,7.6
Luc Mbah a Moute,HOU,61,25.6,2.7,5.7,0.48,1.0,2.8,0.36,1.1,1.6,0.68,1.1,1.6,0.4,2.7,3.0,0.9,1.2,0.4,7.5
Jarrett Jack,NYK,62,25.0,3.0,7.1,0.43,0.4,1.4,0.29,1.0,1.2,0.84,1.9,1.6,0.4,2.7,3.1,5.6,0.6,0.1,7.5
Ian Clark,NOP,74,19.7,3.0,6.7,0.45,0.8,2.6,0.32,0.6,0.8,0.76,0.8,1.6,0.1,1.6,1.7,1.5,0.4,0.1,7.4
Pascal Siakam,TOR,81,20.7,3.1,6.1,0.51,0.4,1.6,0.22,0.7,1.1,0.62,0.8,2.0,1.0,3.5,4.5,2.0,0.8,0.5,7.3
Nick Young,GSW,80,17.4,2.5,6.1,0.41,1.5,4.1,0.38,0.7,0.8,0.86,0.5,1.2,0.2,1.3,1.6,0.5,0.5,0.1,7.3
Tomas Satoransky,WAS,73,22.5,2.8,5.3,0.52,0.6,1.4,0.47,1.0,1.3,0.78,1.1,1.8,1.0,2.2,3.2,3.9,0.7,0.2,7.2
Kyle O'Quinn,NYK,77,18.0,2.9,5.0,0.58,0.1,0.2,0.23,1.3,1.6,0.77,1.3,2.5,1.6,4.5,6.1,2.1,0.5,1.3,7.1
James Ennis,DET,72,22.3,2.5,5.3,0.47,0.7,2.1,0.33,1.3,1.6,0.84,0.8,1.9,1.0,2.1,3.1,1.0,0.7,0.2,7.1
Mason Plumlee,DEN,74,19.5,3.0,5.0,0.6,0.0,0.0,0.0,1.1,2.4,0.46,1.4,2.5,1.8,3.6,5.4,1.9,0.7,1.1,7.1
Bryn Forbes,SAS,80,19.0,2.6,6.2,0.42,1.1,2.9,0.39,0.6,0.9,0.67,0.5,1.4,0.1,1.2,1.4,1.0,0.3,0.0,6.9
Jakob Poeltl,TOR,82,18.6,3.1,4.7,0.66,0.0,0.0,0.5,0.7,1.2,0.59,1.0,2.6,2.0,2.8,4.8,0.7,0.5,1.2,6.9
Bam Adebayo,MIA,69,19.8,2.5,4.9,0.51,0.0,0.1,0.0,1.9,2.6,0.72,1.0,2.0,1.7,3.8,5.5,1.5,0.5,0.6,6.9
Raymond Felton,OKC,82,16.6,2.7,6.7,0.41,1.0,2.8,0.35,0.4,0.5,0.82,0.9,1.1,0.3,1.6,1.9,2.5,0.6,0.2,6.9
Tony Snell,MIL,75,27.4,2.5,5.7,0.43,1.4,3.6,0.4,0.5,0.6,0.79,0.5,1.5,0.1,1.8,1.9,1.3,0.6,0.4,6.9
Shelvin Mack,ORL,69,19.8,2.6,6.0,0.43,0.7,2.0,0.34,1.0,1.4,0.71,1.3,1.3,0.3,2.1,2.4,3.9,0.8,0.1,6.9
David West,GSW,73,13.7,3.0,5.2,0.57,0.0,0.1,0.38,0.8,1.1,0.76,1.1,1.6,0.9,2.4,3.3,1.9,0.6,1.0,6.8
Nemanja Bjelica,MIN,67,20.5,2.6,5.5,0.46,1.1,2.7,0.41,0.5,0.7,0.8,0.8,2.1,0.8,3.3,4.1,1.3,0.7,0.2,6.8
Joe Johnson,HOU,55,21.9,2.7,6.5,0.41,0.7,2.6,0.28,0.7,0.8,0.89,0.9,1.2,0.3,2.9,3.1,1.5,0.3,0.1,6.8
Kosta Koufos,SAC,71,19.6,3.1,5.5,0.57,0.0,0.0,0.0,0.5,1.0,0.45,0.7,2.1,2.1,4.5,6.6,1.2,0.7,0.5,6.7
Malik Monk,CHA,63,13.5,2.4,6.7,0.36,1.3,3.9,0.34,0.5,0.6,0.84,0.8,1.0,0.1,0.9,1.0,1.4,0.3,0.1,6.7
Tyler Zeller,MIL,66,16.8,2.8,5.1,0.56,0.2,0.4,0.36,0.9,1.2,0.72,0.7,1.9,1.7,3.0,4.6,0.7,0.2,0.5,6.7
Justin Jackson,SAC,68,22.2,2.7,6.2,0.44,0.8,2.7,0.31,0.4,0.5,0.72,0.6,1.2,0.4,2.4,2.8,1.1,0.4,0.2,6.7
Isaiah Taylor,ATL,67,17.4,2.4,5.8,0.42,0.3,1.2,0.25,1.5,2.1,0.7,1.3,1.7,0.3,1.1,1.4,3.1,0.5,0.1,6.6
Maybyner Nene,HOU,52,14.6,2.6,4.6,0.57,0.0,0.0,0.0,1.3,2.1,0.64,0.7,2.4,1.1,2.3,3.4,0.9,0.5,0.3,6.5
Maurice Harkless,POR,59,21.4,2.5,5.0,0.49,0.8,2.0,0.41,0.7,1.0,0.71,0.7,1.7,0.8,2.0,2.7,0.9,0.8,0.7,6.5
Dragan Bender,PHX,82,25.2,2.3,5.9,0.39,1.4,3.9,0.37,0.5,0.6,0.77,1.4,2.0,0.5,3.9,4.4,1.6,0.3,0.6,6.5
Jodie Meeks,WAS,77,14.5,2.0,5.1,0.4,0.9,2.7,0.34,1.3,1.5,0.86,0.5,0.7,0.2,1.4,1.6,0.9,0.4,0.1,6.3
Trevor Booker,IND,68,17.0,2.6,5.0,0.52,0.1,0.5,0.24,1.0,1.4,0.71,0.9,1.8,1.7,3.0,4.7,1.2,0.4,0.3,6.3
T.J. McConnell,PHI,76,22.4,2.8,5.5,0.5,0.4,0.8,0.43,0.4,0.5,0.8,1.5,1.6,0.5,2.5,3.0,4.0,1.2,0.2,6.3
Langston Galloway,DET,58,14.9,2.2,5.9,0.37,1.3,3.8,0.34,0.6,0.7,0.81,0.3,0.7,0.2,1.4,1.6,1.0,0.6,0.1,6.2
P.J. Tucker,HOU,82,27.8,2.1,5.4,0.39,1.4,3.8,0.37,0.5,0.7,0.72,0.9,2.5,1.1,4.4,5.6,0.9,1.0,0.3,6.1
Andre Iguodala,GSW,64,25.4,2.3,5.0,0.46,0.5,1.8,0.28,0.9,1.4,0.63,1.0,1.5,0.8,3.1,3.8,3.3,0.8,0.6,6.0
Aron Baynes,BOS,81,18.3,2.6,5.5,0.47,0.0,0.3,0.14,0.7,1.0,0.76,1.0,2.5,1.6,3.8,5.4,1.1,0.3,0.6,6.0
Gorgui Dieng,MIN,79,16.9,2.4,4.9,0.48,0.2,0.8,0.31,1.0,1.3,0.78,0.7,1.9,1.3,3.2,4.6,0.9,0.6,0.5,5.9
Frank Ntilikina,NYK,78,21.9,2.3,6.4,0.36,0.6,2.0,0.32,0.6,0.9,0.72,1.7,2.3,0.5,1.8,2.3,3.2,0.8,0.2,5.9
Davis Bertans,SAS,77,14.1,2.1,4.8,0.44,1.2,3.3,0.37,0.5,0.6,0.82,0.5,1.2,0.2,1.8,2.0,1.0,0.3,0.4,5.9
Ogugua Anunoby,TOR,74,20.0,2.2,4.7,0.47,1.0,2.7,0.37,0.5,0.8,0.63,0.6,1.8,0.6,1.9,2.5,0.7,0.7,0.2,5.9
Quincy Acy,BRK,70,19.4,1.9,5.2,0.36,1.5,4.2,0.35,0.7,0.9,0.82,0.9,2.1,0.6,3.1,3.7,0.8,0.5,0.4,5.9
Deyonta Davis,MEM,62,15.2,2.6,4.3,0.61,0.0,0.0,0.0,0.6,0.9,0.67,0.5,2.0,1.2,2.8,4.0,0.6,0.2,0.6,5.8
Jonas Jerebko,UTA,74,15.3,2.1,4.6,0.47,0.9,2.1,0.41,0.6,0.8,0.81,0.4,1.7,0.7,2.6,3.3,0.6,0.3,0.2,5.8
Tristan Thompson,CLE,53,20.2,2.5,4.4,0.56,0.0,0.0,0.0,0.8,1.5,0.54,0.7,1.9,2.4,4.3,6.6,0.6,0.3,0.3,5.8
Dante Cunningham,BRK,73,21.4,2.2,5.0,0.45,0.8,2.3,0.34,0.4,0.7,0.6,0.5,1.5,1.1,3.0,4.1,0.7,0.5,0.4,5.7
Bismack Biyombo,ORL,82,18.2,2.2,4.3,0.52,0.0,0.0,0.0,1.2,1.9,0.65,1.0,1.9,1.8,4.0,5.7,0.8,0.3,1.2,5.7
Shaun Livingston,GSW,71,15.9,2.4,4.8,0.5,0.0,0.1,0.0,0.7,0.9,0.82,0.8,1.6,0.5,1.4,1.8,2.0,0.5,0.3,5.5
Norman Powell,TOR,70,15.2,2.1,5.3,0.4,0.8,2.7,0.28,0.5,0.6,0.82,0.9,1.6,0.2,1.5,1.7,1.3,0.5,0.2,5.5
Wesley Johnson,LAC,74,20.1,2.0,5.0,0.41,0.8,2.4,0.34,0.6,0.8,0.74,0.7,2.0,0.4,2.5,2.9,0.8,1.0,0.8,5.4
Zaza Pachulia,GSW,69,14.1,2.2,3.8,0.56,0.0,0.0,0.0,1.1,1.3,0.81,1.0,1.8,1.3,3.4,4.7,1.6,0.6,0.2,5.4
Vince Carter,SAC,58,17.7,2.0,4.9,0.4,1.0,2.8,0.34,0.5,0.6,0.76,0.6,1.7,0.3,2.2,2.6,1.2,0.7,0.4,5.4
Pat Connaughton,POR,82,18.1,2.0,4.8,0.42,0.9,2.6,0.35,0.5,0.5,0.84,0.5,1.5,0.4,1.5,2.0,1.1,0.3,0.3,5.4
Maxi Kleber,DAL,72,16.8,2.1,4.3,0.49,0.6,1.8,0.31,0.6,0.8,0.75,0.4,1.6,1.0,2.3,3.2,0.7,0.4,0.7,5.4
Ed Davis,POR,78,18.9,2.2,3.7,0.58,0.0,0.0,0.0,0.9,1.4,0.67,0.8,2.4,2.3,5.0,7.4,0.5,0.4,0.7,5.3
Corey Brewer,OKC,72,16.8,2.0,4.4,0.45,0.4,1.5,0.28,0.9,1.2,0.72,0.7,1.9,0.6,1.5,2.1,0.9,1.1,0.2,5.3
Daniel Theis,BOS,63,14.9,2.0,3.7,0.54,0.3,0.9,0.31,1.0,1.3,0.75,0.9,2.5,1.4,2.9,4.3,0.9,0.5,0.8,5.3
Tyus Jones,MIN,82,17.9,1.8,4.0,0.46,0.5,1.6,0.35,0.9,1.0,0.88,0.7,1.3,0.2,1.4,1.6,2.8,1.2,0.1,5.1
Royce O'Neale,UTA,69,16.7,1.7,4.1,0.42,0.6,1.7,0.36,0.9,1.1,0.8,0.8,1.5,0.4,3.1,3.4,1.4,0.5,0.2,5.0
Cheick Diallo,NOP,52,11.2,2.0,3.4,0.58,0.0,0.0,0.0,1.0,1.3,0.76,0.5,1.6,0.9,3.2,4.1,0.4,0.2,0.4,4.9
Thon Maker,MIL,74,16.7,1.8,4.3,0.41,0.4,1.4,0.3,0.9,1.3,0.7,0.6,2.2,1.0,2.0,3.0,0.6,0.5,0.7,4.8
JaVale McGee,GSW,65,9.5,2.1,3.4,0.62,0.0,0.1,0.0,0.6,0.8,0.73,0.4,1.4,0.9,1.7,2.6,0.5,0.3,0.9,4.8
Ian Mahinmi,WAS,77,14.9,1.8,3.2,0.56,0.0,0.0,0.0,1.2,1.7,0.7,1.3,3.0,1.8,2.3,4.1,0.7,0.5,0.5,4.8
Alex Abrines,OKC,75,15.1,1.5,3.9,0.4,1.1,2.9,0.38,0.5,0.6,0.85,0.3,1.7,0.3,1.2,1.5,0.4,0.5,0.1,4.7
Amir Johnson,PHI,74,15.8,1.9,3.5,0.54,0.1,0.4,0.31,0.7,1.1,0.61,0.7,2.6,1.7,2.8,4.5,1.6,0.6,0.6,4.6
Jordan Bell,GSW,57,14.2,2.0,3.2,0.63,0.0,0.1,0.0,0.5,0.8,0.68,0.9,1.6,1.1,2.6,3.6,1.8,0.6,1.0,4.6
Jose Calderon,CLE,57,16.0,1.6,3.2,0.5,0.8,1.7,0.46,0.4,0.5,0.8,0.7,1.4,0.2,1.2,1.5,2.1,0.5,0.0,4.5
Zach Collins,POR,66,15.8,1.7,4.4,0.4,0.5,1.7,0.31,0.4,0.6,0.64,0.9,2.0,0.7,2.7,3.3,0.8,0.3,0.5,4.4
Treveon Graham,CHA,63,16.7,1.5,3.5,0.43,0.6,1.5,0.41,0.7,0.9,0.69,0.4,1.7,0.7,1.3,1.9,0.9,0.5,0.0,4.3
Shane Larkin,BOS,54,14.3,1.6,4.1,0.38,0.6,1.6,0.36,0.6,0.7,0.86,0.6,1.1,0.3,1.4,1.7,1.8,0.5,0.1,4.3
Sam Dekker,LAC,73,12.1,1.8,3.5,0.49,0.1,0.8,0.17,0.5,0.8,0.66,0.5,1.0,0.6,1.8,2.4,0.5,0.3,0.1,4.2
Lance Thomas,NYK,73,18.5,1.4,3.7,0.38,0.7,1.7,0.4,0.6,0.7,0.83,0.6,1.8,0.6,1.8,2.4,0.6,0.4,0.2,4.1
Kevon Looney,GSW,66,13.8,1.7,2.9,0.58,0.0,0.1,0.2,0.6,1.2,0.55,0.5,1.6,1.3,2.0,3.3,0.6,0.5,0.8,4.0
Patrick McCaw,GSW,57,16.9,1.6,3.9,0.41,0.3,1.4,0.24,0.5,0.6,0.77,0.7,1.2,0.3,1.2,1.4,1.4,0.8,0.2,4.0
Cedi Osman,CLE,61,11.0,1.5,3.0,0.48,0.5,1.4,0.37,0.4,0.8,0.56,0.5,1.3,0.3,1.7,2.0,0.7,0.4,0.0,3.9
Patrick Patterson,OKC,82,15.5,1.3,3.2,0.4,0.8,2.1,0.39,0.5,0.6,0.87,0.4,1.1,0.4,2.0,2.4,0.7,0.6,0.3,3.9
Sindarius Thornwell,LAC,73,15.8,1.4,3.2,0.43,0.3,0.8,0.38,0.8,1.2,0.67,0.7,1.7,0.5,1.5,1.9,0.9,0.7,0.3,3.9
Wesley Iwundu,ORL,62,16.5,1.5,3.5,0.43,0.1,0.7,0.2,0.5,0.8,0.72,0.5,1.3,0.6,1.6,2.2,0.9,0.5,0.2,3.7
Tarik Black,HOU,51,10.5,1.5,2.5,0.59,0.0,0.2,0.09,0.6,1.2,0.46,0.7,2.1,1.2,2.0,3.2,0.3,0.4,0.6,3.5
Salah Mejri,DAL,61,11.9,1.4,2.2,0.64,0.0,0.0,0.0,0.6,1.1,0.58,0.6,2.0,1.4,2.6,4.0,0.6,0.4,1.1,3.5
Malik Beasley,DEN,62,9.4,1.2,2.9,0.41,0.5,1.3,0.34,0.4,0.5,0.67,0.4,0.6,0.2,0.9,1.1,0.5,0.2,0.1,3.2
Terrance Ferguson,OKC,61,12.5,1.1,2.8,0.41,0.7,2.0,0.33,0.1,0.2,0.9,0.2,1.4,0.3,0.5,0.8,0.3,0.4,0.2,3.1
Abdel Nader,BOS,48,10.9,1.0,3.1,0.34,0.5,1.4,0.35,0.5,0.8,0.59,0.7,0.9,0.3,1.2,1.5,0.5,0.3,0.2,3.0
Tim Frazier,WAS,59,14.2,1.2,2.9,0.4,0.3,0.9,0.3,0.4,0.5,0.77,1.0,1.6,0.3,1.6,1.9,3.3,0.8,0.1,3.0
Semi Ojeleye,BOS,73,15.8,0.9,2.6,0.35,0.5,1.7,0.32,0.3,0.6,0.61,0.3,1.2,0.5,1.7,2.2,0.3,0.3,0.1,2.7
Ekpe Udoh,UTA,63,12.8,1.0,1.9,0.5,0.0,0.0,0.0,0.7,0.9,0.75,0.3,1.7,1.1,1.3,2.4,0.8,0.7,1.2,2.6
Josh Huestis,OKC,69,14.2,0.9,2.6,0.33,0.5,1.7,0.29,0.1,0.3,0.3,0.4,1.2,0.6,1.7,2.3,0.3,0.2,0.6,2.3
Brandon Paul,SAS,64,9.0,0.9,2.0,0.43,0.2,0.8,0.28,0.3,0.7,0.51,0.5,0.9,0.1,1.0,1.1,0.6,0.4,0.1,2.3
Eric Moreland,DET,67,12.0,1.0,1.8,0.54,0.0,0.0,0.0,0.2,0.4,0.38,0.6,1.7,1.2,2.9,4.1,1.2,0.5,0.8,2.1
DeAndre Liggins,NOP,58,12.5,0.7,1.8,0.38,0.3,0.9,0.36,0.0,0.1,0.4,0.3,1.4,0.1,1.2,1.3,0.8,0.6,0.2,1.7
